,id,updated,elanId,firstName,lastName,id_,affairId,affairTitle,date,divisionText,meaningNo,meaningYes,registrationNumber,submissionText,hasMorePages,decision
0,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,17496,20020453,La transformation des bâtiments en zone agricole. Une compétence cantonale,2016-06-17T09:00:55Z,,Antrag Page (keine Abschreibung),Antrag der Kommission (Abschreibung der Initiative),13756,,,Yes
1,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,17983,20050464,Dépistage du cancer,2016-09-30T08:15:43Z,,Antrag der Minderheit Heim (Fristverlängerung),Antrag der Mehrheit (Abschreibung),14243,,,No
2,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,17209,20070402,Loi fédérale sur l'encouragement et la protection des enfants et des jeunes. Base constitutionnelle,2016-06-07T12:21:01Z,,Antrag der Minderheit Buillard (Eintreten),Antrag der Mehrheit (Nichteintreten),13469,,,No
3,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,17533,20080432,La Suisse doit reconnaître ses enfants,2016-09-13T08:41:45Z,,Antrag der Minderheit Addor (gemäss SR),Antrag der Mehrheit (festhalten),13793,Loi sur la nationalité suisse (LN) (Naturalisation facilitée des étrangers de la troisième génération),,Yes
4,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,17534,20080432,La Suisse doit reconnaître ses enfants,2016-09-13T08:42:50Z,,Antrag der Minderheit Piller Carrard (streichen),Antrag der Mehrheit,13794,Loi sur la nationalité suisse (LN) (Naturalisation facilitée des étrangers de la troisième génération),,No
5,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,17815,20080432,La Suisse doit reconnaître ses enfants,2016-09-27T08:23:38Z,,Antrag der Minderheit Fluri (gemäss Bundesrat),Antrag der Mehrheit (gemäss Ständerat),14075,Loi sur la nationalité suisse (LN) (Naturalisation facilitée des étrangers de la troisième génération),,No
6,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,17816,20080432,La Suisse doit reconnaître ses enfants,2016-09-27T08:31:52Z,,Antrag der Minderheit Pantani,Antrag der Mehrheit,14076,Loi sur la nationalité suisse (LN) (Naturalisation facilitée des étrangers de la troisième génération),,Yes
7,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,17910,20080432,La Suisse doit reconnaître ses enfants,2016-09-30T08:28:11Z,,Ablehnung der Vorlage,Annahme der Vorlage,14170,Arrêté fédéral concernant la naturalisation facilitée des étrangers de la troisième génération,,Yes
8,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,17911,20080432,La Suisse doit reconnaître ses enfants,2016-09-30T08:29:06Z,,Ablehnung der Vorlage,Annahme der Vorlage,14171,Loi sur la nationalité suisse (LN) (Naturalisation facilitée des étrangers de la troisième génération),,Yes
9,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,16963,20090318,Modification du droit pénal,2016-03-17T16:38:49Z,,Antrag der Minderheit Reimann Lukas (Folge geben),Antrag der Mehrheit (keine Folge geben),13223,,,Yes
10,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,25858,20090503,Supprimer les droits de timbre par étapes et créer des emplois,2020-12-16T15:03:30Z,,Ablehnung des Ordnungsantrages,Annahme des Ordnungsantrages,22118,Loi fédérale sur les droits de timbre (Droit de timbre de négociation sur les titres suisses et droit de timbre sur les primes d’assurance-vie),,ES
11,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,25899,20090503,Supprimer les droits de timbre par étapes et créer des emplois,2020-12-17T15:36:24Z,,Antrag der Minderheit Aeschi Thomas (keine Sistierung),Antrag der Mehrheit (Zustimmung SR = Sistierung),22159,Loi fédérale sur les droits de timbre,,ES
12,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,27145,20090503,Supprimer les droits de timbre par étapes et créer des emplois,2021-06-18T08:26:35Z,,Ablehnung der Vorlage,Annahme der Vorlage,23405,Loi fédérale sur les droits de timbre,,No
13,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,27479,20090503,Supprimer les droits de timbre par étapes et créer des emplois,2021-09-29T12:21:46Z,,Ablehnung des Ordnungsantrages,Zustimmung zum Ordnungsantrag Heer,23739,,,No
14,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,27533,20090503,Supprimer les droits de timbre par étapes et créer des emplois,2021-09-30T09:22:04Z,,Antrag Minderheit Müller und Bundesrat (Nichteintreten),Antrag Mehrheit (Eintreten),23793,Loi fédérale sur les droits de timbre (Droit de timbre de négociation sur les titres suisses et droit de timbre sur les primes d’assurance-vie),,No
15,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,23304,20090528,Financement moniste des prestations de soins,2019-09-26T09:36:53Z,,Proposta della minoranza Gysi (non entrare in materia),Proposta della maggioranza (entrare in materia),19564,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,No
16,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,23305,20090528,Financement moniste des prestations de soins,2019-09-26T09:56:31Z,,Proposta della minoranza Nantermod,Proposta della maggioranza,19565,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,Yes
17,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,23306,20090528,Financement moniste des prestations de soins,2019-09-26T10:17:16Z,,Proposta della minoranza Aeschi Thomas,Proposta della maggioranza,19566,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,Yes
18,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,23307,20090528,Financement moniste des prestations de soins,2019-09-26T10:18:15Z,,Proposta della minoranza Carobbio Guscetti,Proposta della maggioranza,19567,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,No
19,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,23308,20090528,Financement moniste des prestations de soins,2019-09-26T10:53:31Z,,Proposta della minoranza I Gysi (secondo il Consiglio federale),Proposta della maggioranza (secondo il progetto della commissione),19568,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,No
20,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,23309,20090528,Financement moniste des prestations de soins,2019-09-26T11:13:51Z,,Proposta eventuale del Consiglio federale,Proposta della minoranza Nantermod,19569,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,NT
21,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,23310,20090528,Financement moniste des prestations de soins,2019-09-26T11:14:53Z,,Proposta della minoranza Nantermond (con la proposta eventuale del CF),Proposta della maggioranza (secondo il Consiglio federale),19570,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,Yes
22,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,23311,20090528,Financement moniste des prestations de soins,2019-09-26T11:16:03Z,,Respingere l'articolo,Approvare l'art. 60 cpv. 4 secondo la regola del freno alle spese,19571,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,Yes
23,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,23313,20090528,Financement moniste des prestations de soins,2019-09-26T11:21:54Z,,Respingere il progetto,Accettare il progetto,19573,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,No
24,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,18291,20090530,Annulation des commandements de payer injustifiés,2016-12-16T08:12:46Z,,Ablehnung der Vorlage,Annahme der Vorlage,14551,Loi fédérale sur la poursuite pour dettes et la faillite (LP),,Yes
25,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,22898,20100322,Pour l'introduction d'un congé rémunéré pour les parents d'enfants gravement malades,2019-06-21T08:21:42Z,,Proposta della minoranza Feri Yvonne (non stralciare dal ruolo e proroga),Proposta della maggioranza (stralciare dal ruolo),19158,,,No
26,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,16964,20100323,LAMal. Assurance obligatoire des soins,2016-03-17T16:51:29Z,,Antrag der Minderheit Heim (Folge geben),Antrag der Mehrheit (keine Folge fgeben),13224,,,No
27,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,18230,20100407,Exonérer les enfants du paiement des primes d'assurance-maladie,2016-12-14T11:09:01Z,,Antrag der Minderheit Brunner (Nichteintreten),Antrag der Mehrheit (Eintreten),14490,Loi fédérale sur l'assurance-maladie (LAMal),,Yes
28,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,18231,20100407,Exonérer les enfants du paiement des primes d'assurance-maladie,2016-12-14T11:10:20Z,,Antrag der Minderheit Carobbio Guscetti,Antrag der Mehrheit,14491,Loi fédérale sur l'assurance-maladie (LAMal),,No
29,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,18232,20100407,Exonérer les enfants du paiement des primes d'assurance-maladie,2016-12-14T11:11:25Z,,Antrag der Minderheit Pezzatti,Antrag der Mehrheit,14492,Loi fédérale sur l'assurance-maladie (LAMal),,Yes
30,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,18233,20100407,Exonérer les enfants du paiement des primes d'assurance-maladie,2016-12-14T11:12:29Z,,Ablehnung der Vorlage,Annahme der Vorlage,14493,Loi fédérale sur l'assurance-maladie (LAMal),,Yes
31,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,18686,20100407,Exonérer les enfants du paiement des primes d'assurance-maladie,2017-03-17T08:41:03Z,,Ablehnung der Vorlage,Annahme der Vorlage,14946,Loi fédérale sur l'assurance-maladie (LAMal),,Yes
32,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,16833,20100417,Extension des droits des lésés dans la procédure pénale militaire,2016-03-10T08:32:07Z,,Ablehnung der Vorlage,Annahme der Vorlage,13093,,,Yes
33,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,17472,20100417,Extension des droits des lésés dans la procédure pénale militaire,2016-06-17T09:12:53Z,,Ablehnung der Vorlage,Annahme der Vorlage,13732,Procédure pénale militaire (PPM),,Yes
34,3104,2022-03-09T05:17:19Z,800,Angelo,Barrile,16583,20100426,Importations de viande assaisonnée. Abolition du traitement préférentiel prévu dans le tarif douanier,2015-12-18T08:13:59Z,,Ablehnung der Vorlage,Annahme der Vorlage,12843,Loi sur le tarif des douanes (LTaD),,No
