,id,updated,elanId,firstName,lastName,id_,affairId,affairTitle,date,divisionText,meaningNo,meaningYes,registrationNumber,submissionText,hasMorePages,decision
0,3129,2022-03-09T05:17:21Z,863,Samira,Marti,25858,20090503,Supprimer les droits de timbre par étapes et créer des emplois,2020-12-16T15:03:30Z,,Ablehnung des Ordnungsantrages,Annahme des Ordnungsantrages,22118,Loi fédérale sur les droits de timbre (Droit de timbre de négociation sur les titres suisses et droit de timbre sur les primes d’assurance-vie),,No
1,3129,2022-03-09T05:17:21Z,863,Samira,Marti,25899,20090503,Supprimer les droits de timbre par étapes et créer des emplois,2020-12-17T15:36:24Z,,Antrag der Minderheit Aeschi Thomas (keine Sistierung),Antrag der Mehrheit (Zustimmung SR = Sistierung),22159,Loi fédérale sur les droits de timbre,,Yes
2,3129,2022-03-09T05:17:21Z,863,Samira,Marti,27145,20090503,Supprimer les droits de timbre par étapes et créer des emplois,2021-06-18T08:26:35Z,,Ablehnung der Vorlage,Annahme der Vorlage,23405,Loi fédérale sur les droits de timbre,,No
3,3129,2022-03-09T05:17:21Z,863,Samira,Marti,27479,20090503,Supprimer les droits de timbre par étapes et créer des emplois,2021-09-29T12:21:46Z,,Ablehnung des Ordnungsantrages,Zustimmung zum Ordnungsantrag Heer,23739,,,No
4,3129,2022-03-09T05:17:21Z,863,Samira,Marti,27533,20090503,Supprimer les droits de timbre par étapes et créer des emplois,2021-09-30T09:22:04Z,,Antrag Minderheit Müller und Bundesrat (Nichteintreten),Antrag Mehrheit (Eintreten),23793,Loi fédérale sur les droits de timbre (Droit de timbre de négociation sur les titres suisses et droit de timbre sur les primes d’assurance-vie),,No
5,3129,2022-03-09T05:17:21Z,863,Samira,Marti,23304,20090528,Financement moniste des prestations de soins,2019-09-26T09:36:53Z,,Proposta della minoranza Gysi (non entrare in materia),Proposta della maggioranza (entrare in materia),19564,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,No
6,3129,2022-03-09T05:17:21Z,863,Samira,Marti,23305,20090528,Financement moniste des prestations de soins,2019-09-26T09:56:31Z,,Proposta della minoranza Nantermod,Proposta della maggioranza,19565,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,Yes
7,3129,2022-03-09T05:17:21Z,863,Samira,Marti,23306,20090528,Financement moniste des prestations de soins,2019-09-26T10:17:16Z,,Proposta della minoranza Aeschi Thomas,Proposta della maggioranza,19566,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,Yes
8,3129,2022-03-09T05:17:21Z,863,Samira,Marti,23307,20090528,Financement moniste des prestations de soins,2019-09-26T10:18:15Z,,Proposta della minoranza Carobbio Guscetti,Proposta della maggioranza,19567,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,No
9,3129,2022-03-09T05:17:21Z,863,Samira,Marti,23308,20090528,Financement moniste des prestations de soins,2019-09-26T10:53:31Z,,Proposta della minoranza I Gysi (secondo il Consiglio federale),Proposta della maggioranza (secondo il progetto della commissione),19568,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),,No
