,id,updated,elanId,firstName,lastName,id_,affairId,affairTitle,date,divisionText,meaningNo,meaningYes,registrationNumber,submissionText,hasMorePages
0,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,17496,20020453,La transformation des bâtiments en zone agricole. Une compétence cantonale,2016-06-17T09:00:55Z,,Antrag Page (keine Abschreibung),Antrag der Kommission (Abschreibung der Initiative),13756,,
1,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,17983,20050464,Dépistage du cancer,2016-09-30T08:15:43Z,,Antrag der Minderheit Heim (Fristverlängerung),Antrag der Mehrheit (Abschreibung),14243,,
2,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,17209,20070402,Loi fédérale sur l'encouragement et la protection des enfants et des jeunes. Base constitutionnelle,2016-06-07T12:21:01Z,,Antrag der Minderheit Buillard (Eintreten),Antrag der Mehrheit (Nichteintreten),13469,,
3,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,16362,20070428,Abroger les dispositions révisées du Code pénal concernant le système des peines,2015-12-01T12:45:32Z,,Antrag der Minderheit Stamm (Folge geben),Antrag der Mehrheit (keine Folge geben),12622,,
4,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,17533,20080432,La Suisse doit reconnaître ses enfants,2016-09-13T08:41:45Z,,Antrag der Minderheit Addor (gemäss SR),Antrag der Mehrheit (festhalten),13793,Loi sur la nationalité suisse (LN) (Naturalisation facilitée des étrangers de la troisième génération),
5,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,17534,20080432,La Suisse doit reconnaître ses enfants,2016-09-13T08:42:50Z,,Antrag der Minderheit Piller Carrard (streichen),Antrag der Mehrheit,13794,Loi sur la nationalité suisse (LN) (Naturalisation facilitée des étrangers de la troisième génération),
6,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,17815,20080432,La Suisse doit reconnaître ses enfants,2016-09-27T08:23:38Z,,Antrag der Minderheit Fluri (gemäss Bundesrat),Antrag der Mehrheit (gemäss Ständerat),14075,Loi sur la nationalité suisse (LN) (Naturalisation facilitée des étrangers de la troisième génération),
7,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,17816,20080432,La Suisse doit reconnaître ses enfants,2016-09-27T08:31:52Z,,Antrag der Minderheit Pantani,Antrag der Mehrheit,14076,Loi sur la nationalité suisse (LN) (Naturalisation facilitée des étrangers de la troisième génération),
8,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,17910,20080432,La Suisse doit reconnaître ses enfants,2016-09-30T08:28:11Z,,Ablehnung der Vorlage,Annahme der Vorlage,14170,Arrêté fédéral concernant la naturalisation facilitée des étrangers de la troisième génération,
9,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,17911,20080432,La Suisse doit reconnaître ses enfants,2016-09-30T08:29:06Z,,Ablehnung der Vorlage,Annahme der Vorlage,14171,Loi sur la nationalité suisse (LN) (Naturalisation facilitée des étrangers de la troisième génération),
10,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,16363,20080512,Abolition des peines pécuniaires et réintroduction des amendes,2015-12-01T12:46:22Z,,Antrag der Minderheit Stamm (Fole geben),Antrag der Mehrheit (keine Folge geben),12623,,
11,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,16963,20090318,Modification du droit pénal,2016-03-17T16:38:49Z,,Antrag der Minderheit Reimann Lukas (Folge geben),Antrag der Mehrheit (keine Folge geben),13223,,
12,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,23304,20090528,Financement moniste des prestations de soins,2019-09-26T09:36:53Z,,Proposta della minoranza Gysi (non entrare in materia),Proposta della maggioranza (entrare in materia),19564,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),
13,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,23305,20090528,Financement moniste des prestations de soins,2019-09-26T09:56:31Z,,Proposta della minoranza Nantermod,Proposta della maggioranza,19565,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),
14,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,23306,20090528,Financement moniste des prestations de soins,2019-09-26T10:17:16Z,,Proposta della minoranza Aeschi Thomas,Proposta della maggioranza,19566,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),
15,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,23307,20090528,Financement moniste des prestations de soins,2019-09-26T10:18:15Z,,Proposta della minoranza Carobbio Guscetti,Proposta della maggioranza,19567,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),
16,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,23308,20090528,Financement moniste des prestations de soins,2019-09-26T10:53:31Z,,Proposta della minoranza I Gysi (secondo il Consiglio federale),Proposta della maggioranza (secondo il progetto della commissione),19568,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),
17,3086,2022-02-25T11:26:12Z,828,Lisa,Mazzone,23309,20090528,Financement moniste des prestations de soins,2019-09-26T11:13:51Z,,Proposta eventuale del Consiglio federale,Proposta della minoranza Nantermod,19569,Loi fédérale sur l’assurance-maladie (LAMal) (Financement uniforme des prestations ambulatoires et des prestations avec hospitalisation),
